,Case,No,Task,segment,year,miles,night,gender,age,educ,region,Urb,income,ppark,Choice,alt,CC,GN,NS,BU,FA,LD,BZ,FC,FP,RP,PP,KA,SC,TS,NV,MA,LB,AF,HU,Price,chid
4383.Ch2,366,6938,3,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,2,3,2,0,6,1,0,0,0,1,2,3,0,0,0,3,0,0,0,1,4,4383
4383.Ch3,366,6938,3,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,3,1,2,0,5,2,0,0,0,2,2,1,0,0,0,1,0,0,0,1,11,4383
4383.Ch4,366,6938,3,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4383
4384.Ch1,366,6939,4,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,1,0,0,0,0,0,1,2,0,0,0,0,2,4,1,3,3,4,1,0,9,4384
4384.Ch2,366,6939,4,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,2,0,0,0,0,0,3,3,0,0,0,0,1,4,1,1,3,3,2,0,12,4384
4384.Ch3,366,6939,4,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,3,0,0,0,0,0,2,2,0,0,0,0,2,1,3,3,3,2,1,0,12,4384
4384.Ch4,366,6939,4,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4384
4385.Ch1,366,6940,5,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,1,1,2,1,0,2,0,0,2,0,0,0,0,0,1,0,3,4,0,1,8,4385
4385.Ch2,366,6940,5,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,2,1,2,2,0,2,0,0,2,0,0,0,0,0,1,0,1,1,0,1,11,4385
4385.Ch3,366,6940,5,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,3,3,2,2,0,2,0,0,1,0,0,0,0,0,3,0,2,2,0,2,12,4385
4385.Ch4,366,6940,5,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385
4386.Ch1,366,6941,6,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,1,0,0,0,1,0,0,1,1,3,1,3,2,3,0,0,0,0,2,0,7,4386
4386.Ch2,366,6941,6,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,2,0,0,0,6,0,0,3,1,1,2,3,2,1,0,0,0,0,2,0,11,4386
4386.Ch3,366,6941,6,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,3,0,0,0,5,0,0,1,1,3,2,2,1,2,0,0,0,0,3,0,3,4386
4386.Ch4,366,6941,6,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4386
4387.Ch1,366,6942,7,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch2,1,0,0,2,6,0,2,2,1,0,1,0,0,0,3,3,2,0,0,0,5,4387
4387.Ch2,366,6942,7,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch2,2,0,0,2,2,0,1,1,1,0,2,0,0,0,1,1,4,0,0,0,4,4387
4387.Ch3,366,6942,7,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch2,3,0,0,4,6,0,3,3,1,0,2,0,0,0,1,3,2,0,0,0,10,4387
4387.Ch4,366,6942,7,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4387
4388.Ch1,366,6943,8,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,1,2,2,4,0,2,3,0,0,0,0,0,2,3,0,2,0,0,3,0,6,4388
4388.Ch2,366,6943,8,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,2,2,1,4,0,2,3,0,0,0,0,0,2,1,0,3,0,0,1,0,4,4388
4388.Ch3,366,6943,8,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,3,3,2,4,0,2,1,0,0,0,0,0,2,1,0,2,0,0,2,0,8,4388
4388.Ch4,366,6943,8,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388
4389.Ch1,366,6944,9,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,1,3,0,3,0,0,0,0,0,2,0,3,0,2,2,2,0,4,0,2,9,4389
4389.Ch2,366,6944,9,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,2,2,0,4,0,0,0,0,0,2,0,3,0,2,2,2,0,4,0,2,10,4389
4389.Ch3,366,6944,9,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,3,1,0,5,0,0,0,0,0,3,0,2,0,1,2,3,0,2,0,2,4,4389
4389.Ch4,366,6944,9,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4389
4390.Ch1,366,6945,10,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,1,0,1,0,3,1,2,2,0,1,0,0,2,0,0,0,0,4,0,1,4,4390
4390.Ch2,366,6945,10,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,2,0,1,0,4,2,1,3,0,4,0,0,1,0,0,0,0,4,0,1,7,4390
4390.Ch3,366,6945,10,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,3,0,2,0,6,2,3,2,0,4,0,0,2,0,0,0,0,4,0,2,4,4390
4390.Ch4,366,6945,10,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4390
4391.Ch1,366,6946,11,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,1,0,0,0,0,0,0,0,1,4,1,2,2,0,0,2,3,0,2,1,6,4391
4391.Ch2,366,6946,11,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,2,0,0,0,0,0,0,0,2,1,1,1,2,0,0,3,3,0,3,1,1,4391
4391.Ch3,366,6946,11,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,3,0,0,0,0,0,0,0,2,4,2,1,1,0,0,1,1,0,1,1,2,4391
4391.Ch4,366,6946,11,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4391
4392.Ch1,366,6947,12,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,1,3,1,5,0,0,0,2,2,0,2,0,0,2,0,0,0,2,3,0,2,4392
4392.Ch2,366,6947,12,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,2,3,2,5,0,0,0,2,2,0,2,0,0,4,0,0,0,4,1,0,4,4392
4392.Ch3,366,6947,12,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,3,3,1,2,0,0,0,3,1,0,1,0,0,2,0,0,0,2,1,0,3,4392
4392.Ch4,366,6947,12,Midsize Car,2005,125,15,1,70,4,NE,1,165000,1,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392
4393.Ch1,367,6955,1,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,1,0,0,2,2,0,1,1,0,1,0,3,0,0,0,3,0,0,3,2,9,4393
4393.Ch2,367,6955,1,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,2,0,0,5,6,0,3,1,0,4,0,2,0,0,0,1,0,0,3,2,5,4393
4393.Ch3,367,6955,1,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,3,0,0,2,5,0,1,1,0,2,0,1,0,0,0,1,0,0,1,1,6,4393
4393.Ch4,367,6955,1,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393
4394.Ch1,367,6956,2,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,1,1,2,0,0,1,0,0,2,0,0,0,2,3,1,0,1,3,0,0,7,4394
4394.Ch2,367,6956,2,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,2,3,1,0,0,1,0,0,2,0,0,0,2,1,1,0,1,2,0,0,11,4394
4394.Ch3,367,6956,2,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,3,2,2,0,0,2,0,0,1,0,0,0,1,1,3,0,4,4,0,0,11,4394
4394.Ch4,367,6956,2,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394
4395.Ch1,367,6957,3,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,1,2,0,0,0,0,2,0,1,2,2,0,1,0,1,0,0,0,1,1,10,4395
4395.Ch2,367,6957,3,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,2,2,0,0,0,0,3,0,2,4,2,0,1,0,1,0,0,0,3,2,9,4395
4395.Ch3,367,6957,3,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,3,3,0,0,0,0,1,0,1,2,2,0,1,0,3,0,0,0,2,2,11,4395
4395.Ch4,367,6957,3,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4395
4396.Ch1,367,6958,4,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,1,0,1,2,4,2,0,2,0,0,2,2,0,0,0,0,3,2,0,0,7,4396
4396.Ch2,367,6958,4,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,2,0,1,1,5,2,0,1,0,0,2,2,0,0,0,0,2,4,0,0,7,4396
4396.Ch3,367,6958,4,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,3,0,2,5,2,2,0,1,0,0,1,2,0,0,0,0,2,1,0,0,1,4396
4396.Ch4,367,6958,4,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4396
4397.Ch1,367,6959,5,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,1,0,0,4,0,0,0,0,0,0,1,3,0,2,3,3,2,4,0,2,3,4397
4397.Ch2,367,6959,5,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,2,0,0,5,0,0,0,0,0,0,2,1,0,1,1,3,3,1,0,1,3,4397
4397.Ch3,367,6959,5,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,3,0,0,2,0,0,0,0,0,0,2,2,0,3,1,3,3,3,0,1,11,4397
4397.Ch4,367,6959,5,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397
4398.Ch1,367,6960,6,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,1,3,2,0,1,2,2,1,0,3,0,0,2,0,0,1,0,0,0,0,11,4398
4398.Ch2,367,6960,6,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,2,1,2,0,2,1,2,3,0,1,0,0,2,0,0,1,0,0,0,0,8,4398
4398.Ch3,367,6960,6,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,3,2,1,0,2,2,3,3,0,2,0,0,2,0,0,2,0,0,0,0,1,4398
4398.Ch4,367,6960,6,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398
4399.Ch1,367,6961,7,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch1,1,0,0,0,0,0,0,1,2,4,2,1,1,3,0,0,0,2,3,0,6,4399
4399.Ch2,367,6961,7,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch1,2,0,0,0,0,0,0,1,1,4,1,1,1,1,0,0,0,2,2,0,9,4399
4399.Ch3,367,6961,7,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch1,3,0,0,0,0,0,0,1,1,4,1,1,2,1,0,0,0,4,1,0,7,4399
4399.Ch4,367,6961,7,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399
4400.Ch1,367,6962,8,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,1,0,1,5,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,10,4400
4400.Ch2,367,6962,8,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,2,0,1,3,0,0,2,0,1,0,0,0,0,1,3,3,2,0,2,0,12,4400
4400.Ch3,367,6962,8,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,3,0,1,4,0,0,2,0,2,0,0,0,0,2,1,3,3,0,2,0,3,4400
4400.Ch4,367,6962,8,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400
4401.Ch1,367,6963,9,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,1,2,0,0,1,2,0,0,2,0,2,0,0,0,0,3,0,4,1,1,5,4401
4401.Ch2,367,6963,9,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,2,1,0,0,2,1,0,0,1,0,1,0,0,0,0,2,0,3,3,1,3,4401
4401.Ch3,367,6963,9,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,3,3,0,0,4,1,0,0,1,0,2,0,0,0,0,2,0,2,3,1,8,4401
4401.Ch4,367,6963,9,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401
4402.Ch1,367,6964,10,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,1,1,0,4,0,1,3,1,0,0,0,1,2,0,1,0,0,0,0,1,11,4402
4402.Ch2,367,6964,10,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,2,3,0,2,0,2,2,1,0,0,0,2,1,0,1,0,0,0,0,2,2,4402
4402.Ch3,367,6964,10,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,3,2,0,4,0,1,1,1,0,0,0,1,2,0,1,0,0,0,0,1,1,4402
4402.Ch4,367,6964,10,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402
4403.Ch1,367,6965,11,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,1,2,2,0,1,0,0,0,2,3,0,1,0,4,0,0,4,0,0,1,11,4403
4403.Ch2,367,6965,11,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,2,2,1,0,6,0,0,0,2,3,0,1,0,4,0,0,4,0,0,2,6,4403
4403.Ch3,367,6965,11,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,3,2,2,0,4,0,0,0,2,4,0,3,0,4,0,0,3,0,0,1,5,4403
4403.Ch4,367,6965,11,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403
4404.Ch1,367,6966,12,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,1,0,2,1,6,2,0,0,0,4,1,0,0,4,2,0,0,0,1,0,4,4404
4404.Ch2,367,6966,12,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,2,0,1,4,4,2,0,0,0,3,1,0,0,4,1,0,0,0,1,0,2,4404
4404.Ch3,367,6966,12,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,3,0,2,5,3,1,0,0,0,3,2,0,0,1,3,0,0,0,2,0,6,4404
4404.Ch4,367,6966,12,Midsize Car,2002,125,25,0,45,5,SW,2,215000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4404
4405.Ch1,368,6974,1,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,1,0,2,0,3,2,0,0,0,4,1,0,0,3,0,2,4,0,0,2,8,4405
4405.Ch2,368,6974,1,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,2,0,1,0,6,1,0,0,0,4,2,0,0,3,0,2,4,0,0,2,8,4405
4405.Ch3,368,6974,1,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,3,0,1,0,4,1,0,0,0,1,2,0,0,2,0,3,3,0,0,1,5,4405
4405.Ch4,368,6974,1,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405
4406.Ch1,368,6975,2,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,1,3,0,1,0,0,0,2,1,0,1,3,1,0,2,0,0,1,0,0,8,4406
4406.Ch2,368,6975,2,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,2,1,0,3,0,0,0,3,2,0,1,2,2,0,2,0,0,2,0,0,1,4406
4406.Ch3,368,6975,2,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,3,3,0,4,0,0,0,1,1,0,2,1,1,0,1,0,0,2,0,0,11,4406
4406.Ch4,368,6975,2,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4406
4407.Ch1,368,6976,3,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,1,0,1,0,5,0,2,0,1,0,0,1,1,1,0,0,1,0,2,0,4,4407
4407.Ch2,368,6976,3,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,2,0,2,0,4,0,3,0,2,0,0,1,2,2,0,0,3,0,2,0,1,4407
4407.Ch3,368,6976,3,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,3,0,1,0,6,0,2,0,2,0,0,2,1,4,0,0,2,0,1,0,6,4407
4407.Ch4,368,6976,3,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407
4408.Ch1,368,6977,4,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,1,0,0,4,0,2,3,2,0,2,0,0,0,0,1,0,0,4,1,1,2,4408
4408.Ch2,368,6977,4,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,2,0,0,4,0,2,3,3,0,4,0,0,0,0,1,0,0,1,1,1,12,4408
4408.Ch3,368,6977,4,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,3,0,0,2,0,2,1,3,0,2,0,0,0,0,2,0,0,3,1,1,6,4408
4408.Ch4,368,6977,4,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4408
4409.Ch1,368,6978,5,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,1,1,0,2,5,0,3,0,1,0,1,0,0,1,3,3,0,0,0,0,4,4409
4409.Ch2,368,6978,5,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,2,1,0,1,4,0,2,0,2,0,2,0,0,2,2,2,0,0,0,0,4,4409
4409.Ch3,368,6978,5,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,3,2,0,2,4,0,1,0,1,0,1,0,0,1,1,3,0,0,0,0,2,4409
4409.Ch4,368,6978,5,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409
4410.Ch1,368,6979,6,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,1,2,2,0,0,1,0,3,0,0,0,2,1,0,0,3,0,0,1,2,4,4410
4410.Ch2,368,6979,6,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,2,1,2,0,0,2,0,3,0,0,0,3,2,0,0,2,0,0,3,2,7,4410
4410.Ch3,368,6979,6,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,3,1,2,0,0,2,0,1,0,0,0,3,2,0,0,1,0,0,3,2,5,4410
4410.Ch4,368,6979,6,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4410
4411.Ch1,368,6980,7,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,1,2,0,0,3,2,0,0,1,4,0,2,0,0,0,0,2,1,0,1,4,4411
4411.Ch2,368,6980,7,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,2,2,0,0,6,1,0,0,2,2,0,3,0,0,0,0,2,3,0,1,12,4411
4411.Ch3,368,6980,7,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,3,2,0,0,6,1,0,0,1,3,0,2,0,0,0,0,2,2,0,1,12,4411
4411.Ch4,368,6980,7,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411
4412.Ch1,368,6981,8,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,1,0,1,0,0,0,1,3,0,4,2,0,0,0,0,2,2,4,3,0,5,4412
4412.Ch2,368,6981,8,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,2,0,2,0,0,0,3,2,0,1,2,0,0,0,0,1,4,1,1,0,3,4412
4412.Ch3,368,6981,8,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,3,0,2,0,0,0,1,3,0,2,1,0,0,0,0,3,3,2,3,0,10,4412
4412.Ch4,368,6981,8,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412
4413.Ch1,368,6982,9,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,1,3,0,3,0,0,0,0,0,3,0,0,2,3,3,1,3,0,0,1,3,4413
4413.Ch2,368,6982,9,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,2,3,0,1,0,0,0,0,0,4,0,0,2,4,1,2,2,0,0,1,4,4413
4413.Ch3,368,6982,9,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,3,3,0,1,0,0,0,0,0,2,0,0,2,1,2,1,2,0,0,2,3,4413
4413.Ch4,368,6982,9,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4413
4414.Ch1,368,6983,10,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,1,0,2,4,5,1,0,3,0,0,1,0,0,2,2,0,0,0,3,0,7,4414
4414.Ch2,368,6983,10,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,2,0,2,5,4,1,0,1,0,0,2,0,0,2,3,0,0,0,3,0,2,4414
4414.Ch3,368,6983,10,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,3,0,1,2,2,2,0,1,0,0,1,0,0,2,2,0,0,0,2,0,3,4414
4414.Ch4,368,6983,10,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4414
4415.Ch1,368,6984,11,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,1,0,0,1,2,2,2,0,2,0,0,2,2,0,0,2,0,4,0,0,1,4415
4415.Ch2,368,6984,11,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,2,0,0,4,3,1,1,0,1,0,0,3,2,0,0,2,0,2,0,0,10,4415
4415.Ch3,368,6984,11,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,3,0,0,5,3,1,3,0,1,0,0,1,2,0,0,2,0,3,0,0,10,4415
4415.Ch4,368,6984,11,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4415
4416.Ch1,368,6985,12,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,1,3,2,0,0,0,0,0,2,0,0,0,0,3,3,0,1,3,3,2,4,4416
4416.Ch2,368,6985,12,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,2,3,2,0,0,0,0,0,2,0,0,0,0,1,1,0,4,3,3,2,4,4416
4416.Ch3,368,6985,12,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,3,1,2,0,0,0,0,0,2,0,0,0,0,4,3,0,1,1,1,1,4,4416
4416.Ch4,368,6985,12,Midsize Car,2001,125,75,1,25,2,NE,2,205000,12,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416
4417.Ch1,369,6993,1,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch1,1,0,0,0,0,1,0,0,1,1,1,2,2,0,2,0,0,0,1,2,2,4417
4417.Ch2,369,6993,1,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch1,2,0,0,0,0,2,0,0,1,4,2,2,2,0,3,0,0,0,2,1,7,4417
4417.Ch3,369,6993,1,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch1,3,0,0,0,0,1,0,0,2,3,1,1,1,0,1,0,0,0,2,2,6,4417
4417.Ch4,369,6993,1,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4417
4418.Ch1,369,6994,2,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch2,1,3,2,1,3,0,3,2,0,0,0,0,0,1,0,3,0,2,0,0,5,4418
4418.Ch2,369,6994,2,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch2,2,1,2,5,3,0,2,2,0,0,0,0,0,4,0,1,0,3,0,0,2,4418
4418.Ch3,369,6994,2,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch2,3,1,1,4,6,0,1,2,0,0,0,0,0,2,0,2,0,4,0,0,10,4418
4418.Ch4,369,6994,2,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418
4419.Ch1,369,6995,3,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch3,1,1,0,0,6,1,2,3,1,0,0,0,0,0,1,0,3,0,2,0,6,4419
4419.Ch2,369,6995,3,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch3,2,1,0,0,3,2,2,1,1,0,0,0,0,0,3,0,1,0,3,0,3,4419
4419.Ch3,369,6995,3,Midsize Car,2003,125,5,0,55,6,NE,0,20000,1,Ch3,3,3,0,0,5,2,3,2,1,0,0,0,0,0,3,0,1,0,2,0,3,4419
