"","Case","No","Task","segment","year","miles","night","gender","age","educ","region","Urb","income","ppark","Ch1","Ch2","Ch3","Ch4","Choice","alt","CC","GN","NS","BU","FA","LD","BZ","FC","FP","RP","PP","KA","SC","TS","NV","MA","LB","AF","HU","Price","chid"
"1978.Ch2",283,5374,16,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,2,0,2,0,0,0,2,0,1,1,0,3,0,1,0,0,4,4,3,0,3,1978
"1978.Ch3",283,5374,16,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,3,0,2,0,0,0,3,0,1,4,0,2,0,1,0,0,3,3,3,0,11,1978
"1978.Ch4",283,5374,16,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
"1979.Ch1",283,5375,17,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,FALSE,1,0,0,1,2,0,0,1,0,0,1,0,2,3,3,3,0,0,0,2,7,1979
"1979.Ch2",283,5375,17,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,FALSE,2,0,0,3,1,0,0,3,0,0,1,0,1,2,3,2,0,0,0,2,6,1979
"1979.Ch3",283,5375,17,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,TRUE,3,0,0,3,6,0,0,1,0,0,2,0,1,2,3,3,0,0,0,1,1,1979
"1979.Ch4",283,5375,17,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
"1980.Ch1",283,5376,18,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,1,0,1,0,5,1,0,0,0,0,1,3,0,0,1,2,2,3,0,0,10,1980
"1980.Ch2",283,5376,18,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,2,0,2,0,5,2,0,0,0,0,2,3,0,0,3,2,4,2,0,0,8,1980
"1980.Ch3",283,5376,18,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,3,0,2,0,5,2,0,0,0,0,2,3,0,0,2,1,2,4,0,0,11,1980
"1980.Ch4",283,5376,18,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
"1981.Ch1",283,5377,19,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,FALSE,1,1,0,1,0,0,3,1,1,4,0,0,2,0,0,0,0,0,2,2,4,1981
"1981.Ch2",283,5377,19,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,FALSE,2,3,0,4,0,0,1,2,2,4,0,0,1,0,0,0,0,0,2,2,12,1981
"1981.Ch3",283,5377,19,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,TRUE,3,3,0,2,0,0,1,1,1,2,0,0,1,0,0,0,0,0,2,1,1,1981
"1981.Ch4",283,5377,19,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
"1982.Ch1",284,5390,13,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,TRUE,1,1,0,4,0,0,3,3,0,0,1,1,1,3,3,0,0,0,0,0,12,1982
"1982.Ch2",284,5390,13,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,FALSE,2,1,0,2,0,0,2,1,0,0,1,3,2,2,1,0,0,0,0,0,11,1982
"1982.Ch3",284,5390,13,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,FALSE,3,2,0,4,0,0,3,2,0,0,1,1,1,4,3,0,0,0,0,0,2,1982
"1982.Ch4",284,5390,13,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
"1983.Ch1",284,5391,14,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,TRUE,1,0,2,2,0,0,0,0,2,3,2,1,0,0,0,2,3,2,0,0,9,1983
"1983.Ch2",284,5391,14,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,FALSE,2,0,2,4,0,0,0,0,1,1,1,2,0,0,0,3,4,2,0,0,6,1983
"1983.Ch3",284,5391,14,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,FALSE,3,0,2,5,0,0,0,0,1,1,1,3,0,0,0,1,3,4,0,0,8,1983
"1983.Ch4",284,5391,14,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
"1984.Ch1",284,5392,15,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,FALSE,1,3,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,3,2,1,1984
"1984.Ch2",284,5392,15,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,TRUE,2,2,2,0,3,2,3,0,0,0,0,0,1,0,3,0,0,0,3,1,4,1984
"1984.Ch3",284,5392,15,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,FALSE,3,3,2,0,5,2,1,0,0,0,0,0,2,0,1,0,0,0,2,2,2,1984
"1984.Ch4",284,5392,15,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
"1985.Ch1",284,5393,16,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,1,1,0,3,2,0,0,0,1,0,0,0,1,2,0,3,0,2,0,1,8,1985
"1985.Ch2",284,5393,16,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,2,2,0,2,2,0,0,0,2,0,0,0,1,1,0,3,0,2,0,1,1,1985
"1985.Ch3",284,5393,16,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,TRUE,3,2,0,2,6,0,0,0,1,0,0,0,1,1,0,2,0,3,0,1,12,1985
"1985.Ch4",284,5393,16,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
"1986.Ch1",284,5394,17,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,1,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,0,1,0,9,1986
"1986.Ch2",284,5394,17,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,2,0,0,0,0,1,1,3,1,1,2,1,0,0,0,0,1,0,1,0,8,1986
"1986.Ch3",284,5394,17,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,TRUE,3,0,0,0,0,2,2,3,1,1,1,2,0,0,0,0,1,0,1,0,10,1986
"1986.Ch4",284,5394,17,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
"1987.Ch1",284,5395,18,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,FALSE,1,1,1,0,6,0,0,1,0,1,1,2,0,0,0,2,0,0,0,2,4,1987
"1987.Ch2",284,5395,18,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,TRUE,2,3,1,0,1,0,0,2,0,2,1,2,0,0,0,2,0,0,0,1,12,1987
"1987.Ch3",284,5395,18,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,FALSE,3,1,2,0,4,0,0,2,0,2,2,1,0,0,0,3,0,0,0,2,1,1987
"1987.Ch4",284,5395,18,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
"1988.Ch1",284,5396,19,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,1,0,0,1,0,1,1,0,0,0,0,0,1,4,3,0,1,4,2,0,8,1988
"1988.Ch2",284,5396,19,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,2,0,0,2,0,2,1,0,0,0,0,0,1,2,1,0,2,2,3,0,2,1988
"1988.Ch3",284,5396,19,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,TRUE,3,0,0,2,0,2,2,0,0,0,0,0,2,1,2,0,1,3,1,0,10,1988
"1988.Ch4",284,5396,19,"Midsize Car",2000,175,45,1,25,4,"NE",0,195000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
"1989.Ch1",285,5409,13,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,TRUE,1,3,0,4,0,0,0,0,1,1,2,0,1,4,0,0,0,0,1,1,8,1989
"1989.Ch2",285,5409,13,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,FALSE,2,3,0,5,0,0,0,0,1,3,2,0,1,3,0,0,0,0,3,2,9,1989
"1989.Ch3",285,5409,13,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,FALSE,3,1,0,2,0,0,0,0,2,2,1,0,2,2,0,0,0,0,2,2,10,1989
"1989.Ch4",285,5409,13,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
"1990.Ch1",285,5410,14,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,1,0,2,0,0,1,2,2,1,1,0,0,0,0,2,0,2,0,1,0,5,1990
"1990.Ch2",285,5410,14,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,2,0,2,0,0,1,3,2,1,4,0,0,0,0,3,0,4,0,1,0,5,1990
"1990.Ch3",285,5410,14,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,3,0,1,0,0,1,1,2,2,1,0,0,0,0,3,0,4,0,3,0,10,1990
"1990.Ch4",285,5410,14,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
"1991.Ch1",285,5411,15,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,TRUE,1,3,0,1,5,0,0,0,0,1,2,1,0,0,0,3,1,4,0,0,1,1991
"1991.Ch2",285,5411,15,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,FALSE,2,1,0,1,6,0,0,0,0,3,1,1,0,0,0,2,1,3,0,0,3,1991
"1991.Ch3",285,5411,15,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,FALSE,3,3,0,5,4,0,0,0,0,3,1,2,0,0,0,3,1,2,0,0,2,1991
"1991.Ch4",285,5411,15,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
"1992.Ch1",285,5412,16,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,1,0,0,2,0,1,2,0,0,0,1,1,2,0,2,0,0,3,0,2,4,1992
"1992.Ch2",285,5412,16,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,2,0,0,3,0,2,1,0,0,0,2,1,1,0,1,0,0,3,0,2,1,1992
"1992.Ch3",285,5412,16,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,3,0,0,1,0,2,2,0,0,0,1,2,2,0,3,0,0,3,0,2,8,1992
"1992.Ch4",285,5412,16,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
"1993.Ch1",285,5413,17,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,1,0,0,FALSE,1,2,2,0,3,0,0,1,1,0,0,0,1,4,0,2,0,0,1,0,9,1993
"1993.Ch2",285,5413,17,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,1,0,0,TRUE,2,1,2,0,4,0,0,3,1,0,0,0,2,4,0,2,0,0,3,0,3,1993
"1993.Ch3",285,5413,17,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,1,0,0,FALSE,3,3,2,0,6,0,0,1,2,0,0,0,1,3,0,3,0,0,1,0,8,1993
"1993.Ch4",285,5413,17,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
"1994.Ch1",285,5414,18,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,1,0,FALSE,1,0,1,5,0,2,3,1,0,1,1,0,0,1,0,3,0,0,0,0,5,1994
"1994.Ch2",285,5414,18,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,1,0,FALSE,2,0,2,2,0,2,1,1,0,3,2,0,0,3,0,2,0,0,0,0,7,1994
"1994.Ch3",285,5414,18,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,1,0,TRUE,3,0,2,3,0,1,1,1,0,1,2,0,0,1,0,2,0,0,0,0,3,1994
"1994.Ch4",285,5414,18,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
"1995.Ch1",285,5415,19,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,1,3,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,2,1,2,7,1995
"1995.Ch2",285,5415,19,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,2,2,0,0,4,0,0,0,1,0,0,1,0,0,1,0,2,1,1,2,5,1995
"1995.Ch3",285,5415,19,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,FALSE,3,3,0,0,1,0,0,0,2,0,0,1,0,0,1,0,3,2,1,2,10,1995
"1995.Ch4",285,5415,19,"Small Car",2000,175,15,0,55,6,"SW",2,165000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
"1996.Ch1",286,5428,13,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,1,3,2,0,1,2,0,2,0,3,0,0,2,0,1,0,0,0,0,1,2,1996
"1996.Ch2",286,5428,13,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,TRUE,2,3,1,0,6,2,0,1,0,1,0,0,1,0,2,0,0,0,0,2,2,1996
"1996.Ch3",286,5428,13,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,3,2,1,0,1,1,0,1,0,2,0,0,1,0,2,0,0,0,0,1,7,1996
"1996.Ch4",286,5428,13,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
"1997.Ch1",286,5429,14,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,1,1,0,5,0,1,0,1,0,0,0,0,1,2,0,0,1,3,2,0,11,1997
"1997.Ch2",286,5429,14,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,2,2,0,3,0,1,0,2,0,0,0,0,1,1,0,0,1,3,1,0,6,1997
"1997.Ch3",286,5429,14,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,3,2,0,3,0,2,0,3,0,0,0,0,2,3,0,0,3,1,1,0,2,1997
"1997.Ch4",286,5429,14,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
"1998.Ch1",286,5430,15,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,1,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1,1,0,1,1,12,1998
"1998.Ch2",286,5430,15,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,2,0,0,0,0,0,1,0,1,1,2,1,0,0,0,3,1,0,2,1,12,1998
"1998.Ch3",286,5430,15,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,3,0,0,0,0,0,3,0,2,2,1,3,0,0,0,1,4,0,1,2,4,1998
"1998.Ch4",286,5430,15,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
"1999.Ch1",286,5431,16,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,1,1,2,1,1,0,1,3,2,2,0,2,0,0,0,0,0,0,0,0,5,1999
"1999.Ch2",286,5431,16,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,TRUE,2,2,2,1,6,0,1,2,1,4,0,3,0,0,0,0,0,0,0,0,2,1999
"1999.Ch3",286,5431,16,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,3,1,1,5,2,0,1,2,2,1,0,3,0,0,0,0,0,0,0,0,6,1999
"1999.Ch4",286,5431,16,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
"2000.Ch1",286,5432,17,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,1,0,0,0,TRUE,1,0,0,0,0,1,0,3,0,0,1,0,1,1,3,2,0,3,0,1,1,2000
"2000.Ch2",286,5432,17,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,1,0,0,0,FALSE,2,0,0,0,0,2,0,3,0,0,2,0,1,1,2,1,0,4,0,1,6,2000
"2000.Ch3",286,5432,17,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,1,0,0,0,FALSE,3,0,0,0,0,1,0,3,0,0,2,0,1,4,3,3,0,3,0,1,11,2000
"2000.Ch4",286,5432,17,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
"2001.Ch1",286,5433,18,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,1,3,0,5,0,0,0,0,0,4,1,3,2,0,2,3,0,0,2,0,11,2001
"2001.Ch2",286,5433,18,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,2,2,0,5,0,0,0,0,0,4,2,2,1,0,2,1,0,0,2,0,5,2001
"2001.Ch3",286,5433,18,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,FALSE,3,3,0,4,0,0,0,0,0,3,1,3,2,0,1,1,0,0,3,0,10,2001
"2001.Ch4",286,5433,18,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
"2002.Ch1",286,5434,19,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,1,0,2,0,6,1,1,0,2,0,0,0,0,2,0,0,2,3,0,2,7,2002
"2002.Ch2",286,5434,19,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,TRUE,2,0,2,0,6,1,2,0,1,0,0,0,0,3,0,0,2,2,0,1,2,2002
"2002.Ch3",286,5434,19,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,3,0,1,0,2,1,2,0,1,0,0,0,0,1,0,0,2,3,0,2,4,2002
"2002.Ch4",286,5434,19,"Small Car",2000,225,25,1,45,5,"W",2,20000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
"2003.Ch1",287,5447,13,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,1,0,0,0,3,0,0,3,0,4,2,3,1,0,0,0,3,3,0,1,2,2003
"2003.Ch2",287,5447,13,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,2,0,0,0,1,0,0,1,0,4,2,3,1,0,0,0,1,1,0,1,3,2003
"2003.Ch3",287,5447,13,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,3,0,0,0,5,0,0,2,0,3,2,1,2,0,0,0,4,2,0,1,10,2003
"2003.Ch4",287,5447,13,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
"2004.Ch1",287,5448,14,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,1,0,2,1,0,0,0,1,0,1,0,0,2,2,3,3,4,0,0,0,10,2004
"2004.Ch2",287,5448,14,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,2,0,2,1,0,0,0,2,0,2,0,0,2,4,2,1,4,0,0,0,7,2004
"2004.Ch3",287,5448,14,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,3,0,1,5,0,0,0,2,0,2,0,0,1,3,3,2,4,0,0,0,2,2004
"2004.Ch4",287,5448,14,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
"2005.Ch1",287,5449,15,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,1,2,0,1,0,2,2,0,2,0,1,2,0,0,0,0,2,0,3,0,9,2005
"2005.Ch2",287,5449,15,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,2,3,0,4,0,1,2,0,1,0,1,3,0,0,0,0,3,0,3,0,5,2005
"2005.Ch3",287,5449,15,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,3,1,0,3,0,2,3,0,1,0,2,1,0,0,0,0,2,0,3,0,8,2005
"2005.Ch4",287,5449,15,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
"2006.Ch1",287,5450,16,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,1,0,0,0,2,1,1,1,2,0,0,2,1,0,0,2,0,4,0,0,9,2006
"2006.Ch2",287,5450,16,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,2,0,0,0,6,1,3,2,1,0,0,3,1,0,0,3,0,3,0,0,9,2006
"2006.Ch3",287,5450,16,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,3,0,0,0,5,2,2,3,2,0,0,2,2,0,0,3,0,4,0,0,9,2006
"2006.Ch4",287,5450,16,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
"2007.Ch1",287,5451,17,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,1,1,2,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,2,2,11,2007
"2007.Ch2",287,5451,17,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,2,1,1,0,0,0,0,0,0,2,2,0,1,3,3,0,0,0,2,1,10,2007
"2007.Ch3",287,5451,17,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,3,1,1,0,0,0,0,0,0,2,2,0,1,3,3,0,0,0,3,2,5,2007
"2007.Ch4",287,5451,17,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
"2008.Ch1",287,5452,18,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,1,0,0,FALSE,1,1,0,0,1,0,1,1,0,2,0,0,0,3,0,2,1,0,3,0,2,2008
"2008.Ch2",287,5452,18,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,1,0,0,TRUE,2,3,0,0,3,0,3,3,0,3,0,0,0,1,0,1,4,0,3,0,1,2008
"2008.Ch3",287,5452,18,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,1,0,0,FALSE,3,2,0,0,6,0,1,1,0,2,0,0,0,4,0,2,3,0,1,0,2,2008
"2008.Ch4",287,5452,18,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"2009.Ch1",287,5453,19,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,1,0,1,5,0,1,0,0,2,0,0,2,0,0,2,0,4,2,0,1,9,2009
"2009.Ch2",287,5453,19,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,2,0,1,3,0,2,0,0,1,0,0,1,0,0,3,0,2,4,0,2,8,2009
"2009.Ch3",287,5453,19,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,FALSE,3,0,1,3,0,2,0,0,1,0,0,1,0,0,2,0,4,2,0,2,7,2009
"2009.Ch4",287,5453,19,"Midsize Car",2000,125,5,1,70,5,"W",2,165000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"2010.Ch1",288,5466,13,"Midsize Car",2004,75,45,0,35,2,"SE",2,45000,1,0,0,0,1,FALSE,1,0,2,5,0,0,1,0,0,3,0,2,0,4,0,0,0,1,2,2,6,2010
"2010.Ch2",288,5466,13,"Midsize Car",2004,75,45,0,35,2,"SE",2,45000,1,0,0,0,1,FALSE,2,0,1,3,0,0,1,0,0,1,0,2,0,4,0,0,0,1,3,2,4,2010
"2010.Ch3",288,5466,13,"Midsize Car",2004,75,45,0,35,2,"SE",2,45000,1,0,0,0,1,FALSE,3,0,2,4,0,0,1,0,0,3,0,2,0,3,0,0,0,3,1,2,6,2010
"2010.Ch4",288,5466,13,"Midsize Car",2004,75,45,0,35,2,"SE",2,45000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
"2011.Ch1",288,5467,14,"Midsize Car",2004,75,45,0,35,2,"SE",2,45000,1,1,0,0,0,TRUE,1,1,0,0,3,1,0,0,2,0,0,1,1,3,0,0,0,2,0,2,2,2011
